ship_mode,segment,country,city,state,Postal_Code,region,category,sub_category, Sales ,Quantity,Discount,Profit
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Appliances," 1,503.25 ",5,0%,496.0725
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Paper, 25.92 ,4,0%,12.4416
Second Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Chairs, 321.57 ,2,20%,28.1372
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper, 7.61 ,1,0%,3.5767
Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Accessories," 3,347.37 ",13,0%,636.0003
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage, 80.58 ,6,0%,22.5624
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Envelopes, 361.92 ,4,0%,162.864
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings, 12.13 ,9,60%,-8.4924
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage, 82.37 ,2,20%,-19.5624
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage, 53.92 ,5,20%,4.044
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Phones, 647.90 ,6,20%,56.6916
Second Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories, 20.37 ,3,0%,6.9258
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage, 221.55 ,3,0%,6.6465
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders, 17.52 ,5,20%,6.132
Standard Class,Corporate,United States,Pasadena,Texas,77506,Central,Office Supplies,Appliances, 1.62 ,2,80%,-4.466
Second Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Machines," 3,059.98 ",3,40%,-509.997
Second Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Machines," 2,519.96 ",7,40%,-251.9958
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones, 328.22 ,4,20%,28.7196
Standard Class,Consumer,United States,Brentwood,California,94513,West,Technology,Accessories, 79.90 ,2,0%,35.156
Standard Class,Corporate,United States,Chapel Hill,North Carolina,27514,South,Office Supplies,Art, 14.02 ,3,20%,4.7304
Standard Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Fasteners, 7.56 ,6,0%,0.3024
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Storage, 37.21 ,1,20%,-7.4416
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Envelopes, 57.58 ,3,20%,21.591
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Storage, 725.84 ,4,0%,210.4936
First Class,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories, 209.93 ,7,0%,92.3692
First Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings, 5.28 ,3,0%,2.3232
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders, 10.92 ,3,20%,4.095
First Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Paper, 8.82 ,2,0%,4.0572
First Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Art, 5.98 ,1,0%,1.5548
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper, 11.65 ,2,20%,4.0768
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper, 18.18 ,4,20%,5.9072
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage, 59.71 ,6,20%,5.9712
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels, 24.84 ,3,20%,8.694
Second Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders, 2.08 ,5,80%,-3.432
Second Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Phones," 1,114.40 ",7,20%,376.11
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Tables," 1,038.84 ",5,20%,51.942
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Paper, 141.76 ,5,20%,47.844
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Accessories, 239.80 ,5,20%,47.96
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Paper, 31.10 ,6,20%,10.8864
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Binders, 254.06 ,7,70%,-169.372
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Appliances, 194.53 ,2,20%,24.316
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Supplies, 961.48 ,5,20%,-204.3145
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners, 19.10 ,7,20%,6.6836
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Labels, 18.50 ,8,20%,6.2424
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Technology,Accessories, 255.98 ,2,20%,54.3966
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Furniture,Bookcases, 86.97 ,3,50%,-48.7032
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings, 300.42 ,8,20%,78.8592
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Chairs, 230.35 ,3,20%,20.1558
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings, 218.35 ,3,20%,-24.5646
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Binders, 78.60 ,5,70%,-62.88
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Fasteners, 27.55 ,3,20%,9.2988
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper, 32.40 ,5,0%,15.552
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Storage," 1,082.48 ",8,0%,10.8248
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper, 56.91 ,3,0%,27.3168
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Furniture,Furnishings, 77.60 ,4,0%,38.024
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Binders, 14.28 ,1,0%,6.5688
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Tables, 219.08 ,3,50%,-131.445
Second Class,Corporate,United States,New York City,New York,10024,East,Furniture,Furnishings, 26.80 ,2,0%,12.864
Standard Class,Corporate,United States,Taylor,Michigan,48180,Central,Office Supplies,Art, 9.84 ,3,0%,2.8536
Standard Class,Home Office,United States,Lakewood,New Jersey,8701,East,Office Supplies,Binders, 45.48 ,3,0%,20.9208
Standard Class,Home Office,United States,Lakewood,New Jersey,8701,East,Office Supplies,Art, 289.20 ,6,0%,83.868
First Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Art, 4.89 ,1,0%,2.0049
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Furnishings, 15.14 ,4,20%,3.5948
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Chairs, 466.77 ,2,20%,52.5114
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Furnishings, 15.23 ,1,20%,1.7136
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Office Supplies,Labels, 6.26 ,3,20%,2.0358
Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Furniture,Furnishings, 87.54 ,3,0%,37.6422
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Technology,Phones, 178.38 ,2,20%,22.298
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Office Supplies,Paper, 15.55 ,3,20%,5.4432
First Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art, 99.14 ,4,20%,8.6744
Standard Class,Home Office,United States,New York City,New York,10024,East,Furniture,Chairs, 135.88 ,1,10%,24.1568
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Machines," 3,991.98 ",2,0%,1995.99
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones, 275.94 ,6,0%,80.0226
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Accessories, 360.00 ,4,0%,129.6
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Storage, 43.57 ,1,0%,13.071
Standard Class,Corporate,United States,Long Beach,California,90805,West,Office Supplies,Fasteners, 7.16 ,2,0%,3.58
Standard Class,Corporate,United States,Hesperia,California,92345,West,Office Supplies,Binders, 251.52 ,6,20%,81.744
Standard Class,Corporate,United States,Hesperia,California,92345,West,Technology,Accessories, 99.99 ,1,0%,34.9965
Second Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Furniture,Furnishings, 15.99 ,1,20%,0.9995
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones, 290.90 ,3,40%,-67.8762
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage, 54.22 ,2,20%,3.389
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Chairs, 786.74 ,4,30%,-258.5016
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Labels, 100.24 ,10,20%,33.831
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders, 37.76 ,6,70%,-27.6936
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones, 82.80 ,2,40%,-20.7
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders, 20.72 ,2,70%,-13.816
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders, 4.90 ,3,70%,-3.4272
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders, 4.75 ,1,20%,1.6038
Second Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Copiers, 959.98 ,2,20%,335.9944
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders, 14.37 ,4,20%,4.49
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders, 7.71 ,2,20%,2.7956
Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Tables, 698.35 ,3,20%,-17.4588
Second Class,Consumer,United States,Layton,Utah,84041,West,Office Supplies,Fasteners, 4.96 ,4,0%,2.3312
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art, 17.86 ,4,20%,1.116
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders, 509.97 ,10,70%,-407.976
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners, 30.99 ,13,20%,10.0724
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones, 71.93 ,12,40%,8.3916
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage, 88.80 ,4,20%,-2.22
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones, 47.98 ,3,20%,4.7976
Standard Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Art, 7.56 ,3,0%,3.0996
Standard Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Paper, 24.56 ,2,0%,11.5432
Standard Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Art, 12.96 ,2,0%,4.1472
First Class,Home Office,United States,New York City,New York,10009,East,Technology,Accessories, 6.79 ,1,0%,2.3086
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper, 24.56 ,2,0%,11.5432
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders, 3.05 ,1,20%,1.0668
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper, 49.12 ,4,0%,23.0864
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders," 4,355.17 ",4,20%,1415.4296
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases, 388.70 ,6,20%,-4.8588
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes, 8.26 ,2,0%,3.7996
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art, 17.04 ,4,0%,6.9864
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper, 34.40 ,5,0%,15.824
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Paper, 36.24 ,5,20%,11.325
First Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Appliances, 647.84 ,8,0%,168.4384
First Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Labels, 20.70 ,2,0%,9.936
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels, 20.70 ,2,0%,9.936
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs, 488.65 ,3,10%,86.8704
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art, 5.56 ,2,0%,1.4456
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings, 47.12 ,8,0%,20.7328
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage, 211.96 ,4,0%,8.4784
Same Day,Corporate,United States,Manchester,Connecticut,6040,East,Office Supplies,Binders, 23.20 ,4,0%,10.44
Same Day,Corporate,United States,Manchester,Connecticut,6040,East,Office Supplies,Supplies, 7.36 ,2,0%,0.1472
Same Day,Corporate,United States,Manchester,Connecticut,6040,East,Office Supplies,Storage, 104.79 ,7,0%,29.3412
Same Day,Corporate,United States,Manchester,Connecticut,6040,East,Furniture,Bookcases," 1,043.92 ",4,0%,271.4192
Standard Class,Consumer,United States,Harlingen,Texas,78550,Central,Office Supplies,Paper, 25.92 ,5,20%,9.396
Standard Class,Consumer,United States,Harlingen,Texas,78550,Central,Office Supplies,Storage, 53.42 ,3,20%,4.6746
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Binders, 8.16 ,5,70%,-5.712
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Technology,Accessories," 1,023.94 ",8,20%,179.1888
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Art, 9.24 ,1,20%,0.924
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Technology,Accessories, 479.04 ,10,20%,-29.94
First Class,Corporate,United States,Quincy,Illinois,62301,Central,Office Supplies,Paper, 99.14 ,4,20%,30.98
Standard Class,Corporate,United States,Franklin,Massachusetts,2038,East,Furniture,Tables," 1,488.42 ",7,30%,-297.6848
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances, 8.65 ,3,80%,-20.3322
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Storage, 23.83 ,3,20%,2.6811
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders, 12.18 ,4,80%,-18.8728
First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper, 50.96 ,7,0%,25.48
First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders, 49.54 ,3,20%,17.3376
Second Class,Corporate,United States,Taylor,Michigan,48180,Central,Technology,Accessories, 41.90 ,2,0%,8.799
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Furniture,Tables, 375.46 ,3,45%,-157.0095
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Technology,Accessories, 83.98 ,3,20%,-1.0497
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Machines, 482.34 ,4,70%,-337.638
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings, 2.96 ,1,20%,0.777
First Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Art, 2.62 ,1,20%,0.4264
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders, 23.36 ,4,20%,7.884
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories, 39.98 ,2,0%,13.5932
Second Class,Consumer,United States,Des Moines,Washington,98198,West,Technology,Phones, 246.38 ,2,20%,27.7182
Second Class,Consumer,United States,Des Moines,Washington,98198,West,Technology,Copiers," 1,799.97 ",3,0%,701.9883
Second Class,Corporate,United States,Peoria,Illinois,61604,Central,Office Supplies,Binders, 12.46 ,3,80%,-20.5623
Standard Class,Home Office,United States,Las Vegas,Nevada,89115,West,Office Supplies,Binders, 75.79 ,3,20%,25.5798
